# ANI ranges report for assembly: GCA_000007565.2
# Submitted organism: Pseudomonas putida KT2440 (taxid = 160488, rank = no rank, lineage = Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas)
# Submitted Organism Has Type Assembly: Yes
# Best match: Pseudomonas putida (taxid = 303, rank = species, lineage = Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas)
# Status: INCONCLUSIVE
# Confidence: LOW
# Recommended actions legend:
#     - (dash) - No action, query nucleotide is not contaminated
#     S        - query nucleotide range is contaminated from within the same genus and could be considered for trimming, but it is still a valid component of assembly after trimming
#     T        - query nucleotide range is contaminated and needs to be trimmed, but it is still a valid component of assembly after trimming
#recommended_action	input_sequence_identifier	input_sequence_type	sequence_start	sequence_stop	sequence_length	typestrain_sequence	typestrain_sequence_start	typestrain_sequence_stop	typestrain_assembly_accession	typestrain_organism	ANI_this_region	ANI_threshold	%_query_coverage
-	AE015451.2	CIRCULAR	5380142	5389301	6181873	CP101910.1	5365519	5374644	GCA_024508115.1	Pseudomonas putida	93.3224	96	0.148175
S	AE015451.2	CIRCULAR	5389544	5390412	6181873	BBIS01000047.1	6399	7267	GCA_000730605.1	Pseudomonas monteilii	96.3176	95.5	0.0140572
-	AE015451.2	CIRCULAR	5390413	5391347	6181873	CP101910.1	5375753	5376703	GCA_024508115.1	Pseudomonas putida	91.5878	96	0.0151249
S	AE015451.2	CIRCULAR	5395523	5397134	6181873	BQHW01000013.1	66367	67993	GCA_021602025.1	Pseudomonas ceruminis	85.2328	96	0.0260762
-	AE015451.2	CIRCULAR	5401196	5401735	6181873	CP101910.1	5379538	5380076	GCA_024508115.1	Pseudomonas putida	89.2791	96	0.00873522
S	AE015451.2	CIRCULAR	5401747	5403784	6181873	BBIS01000053.1	55100	57136	GCA_000730605.1	Pseudomonas monteilii	94.5044	95.5	0.0329674
-	AE015451.2	CIRCULAR	5403785	5404329	6181873	CP101910.1	5380077	5380621	GCA_024508115.1	Pseudomonas putida	90.8257	96	0.0088161
-	AE015451.2	CIRCULAR	5404392	5410773	6181873	CP101910.1	5380622	5387029	GCA_024508115.1	Pseudomonas putida	95.0382	96	0.103237
S	AE015451.2	CIRCULAR	5410774	5411040	6181873	OLKI01000039.1	1	267	GCA_900291065.1	Pseudomonas shirazica	98.1273	96	0.00431908
-	AE015451.2	CIRCULAR	5411041	5414261	6181873	CP101910.1	5387296	5390482	GCA_024508115.1	Pseudomonas putida	86.7633	96	0.0521039
-	AE015451.2	CIRCULAR	5414327	5416101	6181873	CP101910.1	5395032	5396804	GCA_024508115.1	Pseudomonas putida	92.3944	96	0.028713
-	AE015451.2	CIRCULAR	5416334	5420014	6181873	CP101910.1	5396876	5400567	GCA_024508115.1	Pseudomonas putida	89.6673	96	0.0595451
-	AE015451.2	CIRCULAR	5420088	5422731	6181873	CP101910.1	5400649	5403259	GCA_024508115.1	Pseudomonas putida	91.0363	96	0.0427702
-	AE015451.2	CIRCULAR	5422821	5424293	6181873	CP101910.1	5403296	5404767	GCA_024508115.1	Pseudomonas putida	92.6001	96	0.0238277
-	AE015451.2	CIRCULAR	5424362	5432052	6181873	CP101910.1	5404922	5412556	GCA_024508115.1	Pseudomonas putida	88.8975	96	0.124412
S	AE015451.2	CIRCULAR	5432053	5432551	6181873	BBIS01000060.1	16320	16817	GCA_000730605.1	Pseudomonas monteilii	78.2869	95.5	0.00807199
-	AE015451.2	CIRCULAR	5432800	5434886	6181873	CP101910.1	5442302	5444389	GCA_024508115.1	Pseudomonas putida	87.1992	96	0.03376
-	AE015451.2	CIRCULAR	5434887	5436694	6181873	CP101910.1	5503689	5505498	GCA_024508115.1	Pseudomonas putida	87.1992	96	0.0292468
-	AE015451.2	CIRCULAR	5436724	5438708	6181873	CP101910.1	5505624	5507611	GCA_024508115.1	Pseudomonas putida	91.4272	96	0.03211
-	AE015451.2	CIRCULAR	5438709	5440891	6181873	CP101910.1	5507686	5509869	GCA_024508115.1	Pseudomonas putida	91.4272	96	0.0353129
-	AE015451.2	CIRCULAR	5440938	5442675	6181873	CP101910.1	5509996	5511733	GCA_024508115.1	Pseudomonas putida	91.2543	96	0.0281145
-	AE015451.2	CIRCULAR	5442790	5447775	6181873	CP101910.1	5514526	5519512	GCA_024508115.1	Pseudomonas putida	92.485	96	0.0806552
-	AE015451.2	CIRCULAR	5447869	5452988	6181873	CP101910.1	5519648	5524767	GCA_024508115.1	Pseudomonas putida	93.3437	96	0.0828228
S	AE015451.2	CIRCULAR	5453007	5453111	6181873	JHYX01000002.1	386012	386116	GCA_000688275.1	Pseudomonas plecoglossicida	91.4286	96	0.00169851
-	AE015451.2	CIRCULAR	5454831	5460620	6181873	CP101910.1	5524896	5530688	GCA_024508115.1	Pseudomonas putida	92.9262	96	0.0936609
S	AE015451.2	CIRCULAR	5460621	5460793	6181873	CP119325.1	1256486	1256646	GCA_029202525.1	Candidatus Pseudomonas phytovorans	63.1285	96	0.0027985
-	AE015451.2	CIRCULAR	5460794	5462367	6181873	CP101910.1	5530845	5532419	GCA_024508115.1	Pseudomonas putida	91.619	96	0.0254615
-	AE015451.2	CIRCULAR	5462396	5466842	6181873	CP101910.1	5532521	5536959	GCA_024508115.1	Pseudomonas putida	91.0672	96	0.0719361
-	AE015451.2	CIRCULAR	5466843	5479495	6181873	CP101910.1	5537012	5549715	GCA_024508115.1	Pseudomonas putida	91.0672	96	0.204679
-	AE015451.2	CIRCULAR	5479496	5481867	6181873	CP101910.1	5549798	5552172	GCA_024508115.1	Pseudomonas putida	91.0672	96	0.0383702
-	AE015451.2	CIRCULAR	5481952	5485099	6181873	CP101910.1	5552306	5555454	GCA_024508115.1	Pseudomonas putida	95.3636	96	0.0509231
S	AE015451.2	CIRCULAR	5485100	5485224	6181873	BBIS01000022.1	39372	39498	GCA_000730605.1	Pseudomonas monteilii	87.4016	95.5	0.00202204
-	AE015451.2	CIRCULAR	5485225	5489443	6181873	CP101910.1	5555614	5559848	GCA_024508115.1	Pseudomonas putida	91.1924	96	0.0682479
-	AE015451.2	CIRCULAR	5489518	5490115	6181873	CP101910.1	5560022	5560619	GCA_024508115.1	Pseudomonas putida	89.6321	96	0.00967344
-	AE015451.2	CIRCULAR	5492334	5499905	6181873	CP101910.1	5562774	5570346	GCA_024508115.1	Pseudomonas putida	88.0664	96	0.122487
-	AE015451.2	CIRCULAR	5499982	5506593	6181873	CP101910.1	5570550	5577152	GCA_024508115.1	Pseudomonas putida	91.3083	96	0.106958
-	AE015451.2	CIRCULAR	5506654	5508161	6181873	CP101910.1	5577259	5578761	GCA_024508115.1	Pseudomonas putida	91.2641	96	0.0243939
-	AE015451.2	CIRCULAR	5508224	5513223	6181873	CP101910.1	5578762	5583761	GCA_024508115.1	Pseudomonas putida	92.0527	96	0.0808816
S	AE015451.2	CIRCULAR	5513224	5513326	6181873	CP114035.2	5656717	5656814	GCA_026898135.2	Pseudomonas fortuita	57.2727	96	0.00166616
-	AE015451.2	CIRCULAR	5513327	5514621	6181873	CP101910.1	5583809	5585103	GCA_024508115.1	Pseudomonas putida	90.9021	96	0.0209483
S	AE015451.2	CIRCULAR	5514622	5514758	6181873	BLJF01000003.1	895702	895855	GCA_009932335.1	Pseudomonas asiatica	66.6667	96	0.00221616
-	AE015451.2	CIRCULAR	5514759	5517463	6181873	CP101910.1	5585173	5587871	GCA_024508115.1	Pseudomonas putida	92.8677	96	0.043757
-	AE015451.2	CIRCULAR	5517478	5522759	6181873	CP101910.1	5587969	5593237	GCA_024508115.1	Pseudomonas putida	91.1843	96	0.0854434
-	AE015451.2	CIRCULAR	5522795	5525559	6181873	CP101910.1	5593346	5596109	GCA_024508115.1	Pseudomonas putida	87.6036	96	0.0447275
-	AE015451.2	CIRCULAR	5525649	5526457	6181873	CP101910.1	5596110	5596917	GCA_024508115.1	Pseudomonas putida	89.7541	96	0.0130866
-	AE015451.2	CIRCULAR	5526458	5527600	6181873	CP101910.1	5597038	5598180	GCA_024508115.1	Pseudomonas putida	89.7541	96	0.0184895
-	AE015451.2	CIRCULAR	5528032	5534830	6181873	CP101910.1	5598329	5605123	GCA_024508115.1	Pseudomonas putida	91.7217	96	0.109983
-	AE015451.2	CIRCULAR	5534882	5537016	6181873	CP101910.1	5605129	5607265	GCA_024508115.1	Pseudomonas putida	92.3257	96	0.0345365
S	AE015451.2	CIRCULAR	5537017	5537124	6181873	BLJF01000003.1	831828	831913	GCA_009932335.1	Pseudomonas asiatica	62.963	96	0.00174704
-	AE015451.2	CIRCULAR	5537125	5538508	6181873	CP101910.1	5607385	5608770	GCA_024508115.1	Pseudomonas putida	91.2104	96	0.022388
S	AE015451.2	CIRCULAR	5538509	5538623	6181873	CP114035.2	5682020	5682142	GCA_026898135.2	Pseudomonas fortuita	81.1024	96	0.00186028
-	AE015451.2	CIRCULAR	5538624	5541076	6181873	CP101910.1	5608903	5611358	GCA_024508115.1	Pseudomonas putida	93.9431	96	0.0396805
S	AE015451.2	CIRCULAR	5541108	5541207	6181873	CP081966.1	3063957	3064056	GCA_019823065.1	Pseudomonas mosselii	94	96	0.00161763
S	AE015451.2	CIRCULAR	5541301	5545082	6181873	BBIS01000021.1	74640	78421	GCA_000730605.1	Pseudomonas monteilii	96.4833	95.5	0.0611789
-	AE015451.2	CIRCULAR	5545690	5552337	6181873	CP101910.1	5616941	5623614	GCA_024508115.1	Pseudomonas putida	91.9125	96	0.10754
S	AE015451.2	CIRCULAR	5552996	5554913	6181873	BQIJ01000005.1	123151	125069	GCA_021602465.1	Pseudomonas urethralis	88.5536	96	0.0310262
S	AE015451.2	CIRCULAR	5555091	5555691	6181873	BLJF01000003.1	811562	812180	GCA_009932335.1	Pseudomonas asiatica	82.3435	96	0.00972197
-	AE015451.2	CIRCULAR	5555692	5557745	6181873	CP101910.1	5624281	5626334	GCA_024508115.1	Pseudomonas putida	87.7313	96	0.0332262
-	AE015451.2	CIRCULAR	5557888	5571420	6181873	CP101910.1	5626442	5639974	GCA_024508115.1	Pseudomonas putida	92.2656	96	0.218914
-	AE015451.2	CIRCULAR	5571515	5573985	6181873	CP101910.1	5639991	5642461	GCA_024508115.1	Pseudomonas putida	93.6514	96	0.0399717
-	AE015451.2	CIRCULAR	5574117	5579604	6181873	CP101910.1	5642462	5647944	GCA_024508115.1	Pseudomonas putida	91.5454	96	0.0887757
-	AE015451.2	CIRCULAR	5579605	5582423	6181873	CP101910.1	5648022	5650840	GCA_024508115.1	Pseudomonas putida	91.5454	96	0.0456011
S	AE015451.2	CIRCULAR	5582424	5582535	6181873	CT573326.1	5268569	5268671	GCA_000026105.1	Pseudomonas entomophila	59.1667	96	0.00181175
-	AE015451.2	CIRCULAR	5582536	5589901	6181873	CP101910.1	5650898	5658259	GCA_024508115.1	Pseudomonas putida	91.0004	96	0.119155
S	AE015451.2	CIRCULAR	5589922	5590714	6181873	CP114035.2	5732159	5732951	GCA_026898135.2	Pseudomonas fortuita	86.398	96	0.0128278
-	AE015451.2	CIRCULAR	5590809	5594056	6181873	CP101910.1	5659257	5662504	GCA_024508115.1	Pseudomonas putida	91.8179	96	0.0525407
S	AE015451.2	CIRCULAR	5594057	5594197	6181873	CP114035.2	5736206	5736349	GCA_026898135.2	Pseudomonas fortuita	67.9739	96	0.00228086
-	AE015451.2	CIRCULAR	5594198	5597941	6181873	CP101910.1	5662667	5666411	GCA_024508115.1	Pseudomonas putida	93.5915	96	0.0605642
S	AE015451.2	CIRCULAR	5597942	5602797	6181873	OLKI01000040.1	237720	242560	GCA_900291065.1	Pseudomonas shirazica	88.0658	96	0.0785522
S	AE015451.2	CIRCULAR	5604516	5608325	6181873	OLKI01000040.1	244010	247821	GCA_900291065.1	Pseudomonas shirazica	87.8177	96	0.0616318
-	AE015451.2	CIRCULAR	5608326	5609608	6181873	CP101910.1	5666556	5667838	GCA_024508115.1	Pseudomonas putida	90.3502	96	0.0207542
-	AE015451.2	CIRCULAR	5609610	5610920	6181873	CP101910.1	5668843	5670154	GCA_024508115.1	Pseudomonas putida	90.1752	96	0.0212072
-	AE015451.2	CIRCULAR	5610933	5614024	6181873	CP101910.1	5670240	5673327	GCA_024508115.1	Pseudomonas putida	90.718	96	0.0500172
-	AE015451.2	CIRCULAR	5614099	5627586	6181873	CP101910.1	5673454	5686941	GCA_024508115.1	Pseudomonas putida	90.406	96	0.218186
S	AE015451.2	CIRCULAR	5627587	5627694	6181873	BBIS01000021.1	6831	6955	GCA_000730605.1	Pseudomonas monteilii	61.8321	95.5	0.00174704
-	AE015451.2	CIRCULAR	5627695	5628602	6181873	CP101910.1	5687078	5687985	GCA_024508115.1	Pseudomonas putida	91.5198	96	0.0146881
-	AE015451.2	CIRCULAR	5628604	5634489	6181873	CP101910.1	5688066	5693944	GCA_024508115.1	Pseudomonas putida	92.8838	96	0.0952139
-	AE015451.2	CIRCULAR	5635544	5643213	6181873	CP101910.1	5695798	5703487	GCA_024508115.1	Pseudomonas putida	91.0355	96	0.124072
S	AE015451.2	CIRCULAR	5643214	5643334	6181873	OPYN01000224.1	188213	188333	GCA_900277125.1	Pseudomonas inefficax	78.8618	96	0.00195734
-	AE015451.2	CIRCULAR	5643335	5648193	6181873	CP101910.1	5703634	5708499	GCA_024508115.1	Pseudomonas putida	89.6215	96	0.0786008
-	AE015451.2	CIRCULAR	5648217	5657774	6181873	CP101910.1	5708579	5718144	GCA_024508115.1	Pseudomonas putida	91.077	96	0.154613
S	AE015451.2	CIRCULAR	5657775	5657880	6181873	JMIT01000003.1	349460	349563	GCA_000731675.1	Pseudomonas capeferrum	74.0741	96	0.00171469
-	AE015451.2	CIRCULAR	5657881	5660205	6181873	CP101910.1	5718228	5720552	GCA_024508115.1	Pseudomonas putida	95.2688	96	0.03761
-	AE015451.2	CIRCULAR	5660352	5662599	6181873	CP101910.1	5720616	5722859	GCA_024508115.1	Pseudomonas putida	88.3814	96	0.0363644
-	AE015451.2	CIRCULAR	5662663	5664431	6181873	CP101910.1	5722979	5724732	GCA_024508115.1	Pseudomonas putida	89.7303	96	0.0286159
-	AE015451.2	CIRCULAR	5664432	5667296	6181873	CP101910.1	5724793	5727606	GCA_024508115.1	Pseudomonas putida	89.7303	96	0.0463452
S	AE015451.2	CIRCULAR	5667297	5669400	6181873	CP114035.2	5800935	5803038	GCA_026898135.2	Pseudomonas fortuita	96.2928	96	0.034035
-	AE015451.2	CIRCULAR	5669480	5671605	6181873	CP101910.1	5729746	5731868	GCA_024508115.1	Pseudomonas putida	89.0192	96	0.0343909
-	AE015451.2	CIRCULAR	5671727	5676105	6181873	CP101910.1	5733209	5737622	GCA_024508115.1	Pseudomonas putida	89.3357	96	0.0708361
-	AE015451.2	CIRCULAR	5676119	5678159	6181873	CP101910.1	5737685	5739710	GCA_024508115.1	Pseudomonas putida	90.6464	96	0.0330159
-	AE015451.2	CIRCULAR	5678266	5681341	6181873	CP101910.1	5740228	5743302	GCA_024508115.1	Pseudomonas putida	92.4927	96	0.0497584
S	AE015451.2	CIRCULAR	5681342	5681466	6181873	OPYN01000232.1	16625	16754	GCA_900277125.1	Pseudomonas inefficax	78.0303	96	0.00202204
-	AE015451.2	CIRCULAR	5681467	5690354	6181873	CP101910.1	5743383	5752285	GCA_024508115.1	Pseudomonas putida	89.4884	96	0.143775
-	AE015451.2	CIRCULAR	5690450	5714976	6181873	CP101910.1	5752295	5776852	GCA_024508115.1	Pseudomonas putida	91.9122	96	0.396757
-	AE015451.2	CIRCULAR	5715058	5718847	6181873	CP101910.1	5776878	5780667	GCA_024508115.1	Pseudomonas putida	88.9974	96	0.0613083
-	AE015451.2	CIRCULAR	5718848	5724239	6181873	CP101910.1	5780722	5786127	GCA_024508115.1	Pseudomonas putida	88.9974	96	0.0872228
S	AE015451.2	CIRCULAR	5724240	5724343	6181873	OPYN01000232.1	59744	59846	GCA_900277125.1	Pseudomonas inefficax	76.1905	96	0.00168234
-	AE015451.2	CIRCULAR	5724388	5730437	6181873	CP101910.1	5786261	5792310	GCA_024508115.1	Pseudomonas putida	92.9798	96	0.0978668
-	AE015451.2	CIRCULAR	5730529	5740470	6181873	CP101910.1	5792311	5802287	GCA_024508115.1	Pseudomonas putida	91.1309	96	0.160825
-	AE015451.2	CIRCULAR	5740475	5746453	6181873	CP101910.1	5802339	5808315	GCA_024508115.1	Pseudomonas putida	92.3977	96	0.0967183
S	AE015451.2	CIRCULAR	5746631	5748096	6181873	BSOM01000011.1	113416	114869	GCA_030160515.1	Pseudomonas plecoglossicida	81.7379	96	0.0237145
S	AE015451.2	CIRCULAR	5748097	5751692	6181873	BBIS01000015.1	28450	32045	GCA_000730605.1	Pseudomonas monteilii	96.2469	95.5	0.0581701
-	AE015451.2	CIRCULAR	5751693	5751863	6181873	CP101910.1	5811970	5812143	GCA_024508115.1	Pseudomonas putida	67.0391	96	0.00276615
S	AE015451.2	CIRCULAR	5751864	5753508	6181873	BLJG01000063.1	68069	69712	GCA_009932375.1	Pseudomonas juntendi	96.4742	96	0.0266101
-	AE015451.2	CIRCULAR	5753509	5756394	6181873	CP101910.1	5813787	5816662	GCA_024508115.1	Pseudomonas putida	91.0412	96	0.0466849
S	AE015451.2	CIRCULAR	5756395	5756547	6181873	BLJG01000063.1	64448	64583	GCA_009932375.1	Pseudomonas juntendi	71.2418	96	0.00247498
-	AE015451.2	CIRCULAR	5758134	5759420	6181873	CP101910.1	5816691	5817976	GCA_024508115.1	Pseudomonas putida	91.0922	96	0.0208189
-	AE015451.2	CIRCULAR	5759496	5762484	6181873	CP101910.1	5818022	5821009	GCA_024508115.1	Pseudomonas putida	92.2434	96	0.048351
-	AE015451.2	CIRCULAR	5762495	5766110	6181873	CP101910.1	5821110	5824725	GCA_024508115.1	Pseudomonas putida	91.1878	96	0.0584936
-	AE015451.2	CIRCULAR	5770959	5784860	6181873	CP101910.1	5824903	5838814	GCA_024508115.1	Pseudomonas putida	92.5702	96	0.224883
S	AE015451.2	CIRCULAR	5784861	5784984	6181873	BLJF01000003.1	590123	590268	GCA_009932335.1	Pseudomonas asiatica	69.863	96	0.00200586
-	AE015451.2	CIRCULAR	5784985	5786459	6181873	CP101910.1	5838823	5840296	GCA_024508115.1	Pseudomonas putida	92.1356	96	0.0238601
S	AE015451.2	CIRCULAR	5786460	5786571	6181873	JABWSB020000002.1	206347	206473	GCA_014269245.2	Pseudomonas kurunegalensis	80.315	96	0.00181175
-	AE015451.2	CIRCULAR	5786572	5787022	6181873	CP101910.1	5840414	5840865	GCA_024508115.1	Pseudomonas putida	93.3628	96	0.00729552
-	AE015451.2	CIRCULAR	5787044	5790111	6181873	CP101910.1	5841617	5844684	GCA_024508115.1	Pseudomonas putida	91.0068	96	0.049629
-	AE015451.2	CIRCULAR	5790179	5791833	6181873	CP101910.1	5844801	5846456	GCA_024508115.1	Pseudomonas putida	91.2154	96	0.0267718
-	AE015451.2	CIRCULAR	5791912	5812892	6181873	CP101910.1	5846579	5867599	GCA_024508115.1	Pseudomonas putida	90.3224	96	0.339396
-	AE015451.2	CIRCULAR	5812975	5815557	6181873	CP101910.1	5867614	5870205	GCA_024508115.1	Pseudomonas putida	92.4114	96	0.0417835
-	AE015451.2	CIRCULAR	5815629	5824567	6181873	CP101910.1	5870243	5879158	GCA_024508115.1	Pseudomonas putida	91.2373	96	0.1446
-	AE015451.2	CIRCULAR	5824732	5827776	6181873	CP101910.1	5879511	5882555	GCA_024508115.1	Pseudomonas putida	93.1363	96	0.0492569
S	AE015451.2	CIRCULAR	5827777	5827939	6181873	CT573326.1	319095	319223	GCA_000026105.1	Pseudomonas entomophila	50.2793	96	0.00263674
-	AE015451.2	CIRCULAR	5827940	5831595	6181873	CP101910.1	5882658	5886313	GCA_024508115.1	Pseudomonas putida	93.3279	96	0.0591407
S	AE015451.2	CIRCULAR	5831596	5831717	6181873	CP114035.2	5963336	5963482	GCA_026898135.2	Pseudomonas fortuita	72.1088	96	0.00197351
S	AE015451.2	CIRCULAR	5831718	5832049	6181873	BLJF01000003.1	540542	540876	GCA_009932335.1	Pseudomonas asiatica	85.3731	96	0.00537054
-	AE015451.2	CIRCULAR	5832050	5835808	6181873	CP101910.1	5886861	5890619	GCA_024508115.1	Pseudomonas putida	92.234	96	0.0608068
S	AE015451.2	CIRCULAR	5835809	5838461	6181873	BBIS01000014.1	65894	68551	GCA_000730605.1	Pseudomonas monteilii	73.4352	95.5	0.0429158
-	AE015451.2	CIRCULAR	5838462	5839610	6181873	CP101910.1	5890646	5891794	GCA_024508115.1	Pseudomonas putida	88.2812	96	0.0185866
S	AE015451.2	CIRCULAR	5839611	5839721	6181873	CP081966.1	5947069	5947168	GCA_019823065.1	Pseudomonas mosselii	59.1667	96	0.00179557
-	AE015451.2	CIRCULAR	5839722	5845931	6181873	CP101910.1	5891960	5898170	GCA_024508115.1	Pseudomonas putida	89.6219	96	0.100455
-	AE015451.2	CIRCULAR	5846019	5847746	6181873	CP101910.1	5898284	5900011	GCA_024508115.1	Pseudomonas putida	91.6715	96	0.0279527
-	AE015451.2	CIRCULAR	5847765	5851196	6181873	CP101910.1	5900087	5903521	GCA_024508115.1	Pseudomonas putida	94.3814	96	0.0555172
S	AE015451.2	CIRCULAR	5851197	5852426	6181873	BQIJ01000012.1	161727	162955	GCA_021602465.1	Pseudomonas urethralis	90.1626	96	0.0198969
S	AE015451.2	CIRCULAR	5852427	5852680	6181873	BSOM01000011.1	223827	224071	GCA_030160515.1	Pseudomonas plecoglossicida	76.8627	96	0.00410879
-	AE015451.2	CIRCULAR	5852681	5855395	6181873	CP101910.1	5903636	5906351	GCA_024508115.1	Pseudomonas putida	92.1605	96	0.0439187
-	AE015451.2	CIRCULAR	5855493	5858845	6181873	CP101910.1	5906352	5909704	GCA_024508115.1	Pseudomonas putida	90.4592	96	0.0542392
S	AE015451.2	CIRCULAR	5858846	5858958	6181873	CP119325.1	801982	802071	GCA_029202525.1	Candidatus Pseudomonas phytovorans	59.292	96	0.00182792
-	AE015451.2	CIRCULAR	5858959	5862917	6181873	CP101910.1	5910472	5914430	GCA_024508115.1	Pseudomonas putida	92.0434	96	0.0640421
-	AE015451.2	CIRCULAR	5862984	5866694	6181873	CP101910.1	5915657	5919367	GCA_024508115.1	Pseudomonas putida	90.2748	96	0.0600304
-	AE015451.2	CIRCULAR	5866733	5870274	6181873	CP101910.1	5919473	5923013	GCA_024508115.1	Pseudomonas putida	90.4318	96	0.0572966
-	AE015451.2	CIRCULAR	5870340	5883938	6181873	CP101910.1	5923018	5936607	GCA_024508115.1	Pseudomonas putida	91.8134	96	0.219982
S	AE015451.2	CIRCULAR	5883939	5884041	6181873	CP119325.1	776882	776992	GCA_029202525.1	Candidatus Pseudomonas phytovorans	61.9469	96	0.00166616
-	AE015451.2	CIRCULAR	5884042	5887010	6181873	CP101910.1	5936688	5939657	GCA_024508115.1	Pseudomonas putida	90.8785	96	0.0480275
-	AE015451.2	CIRCULAR	5887210	5890702	6181873	CP101910.1	5939869	5943358	GCA_024508115.1	Pseudomonas putida	87.8216	96	0.0565039
-	AE015451.2	CIRCULAR	5890774	5893364	6181873	CP101910.1	5946680	5949270	GCA_024508115.1	Pseudomonas putida	90.9827	96	0.0419129
-	AE015451.2	CIRCULAR	5893428	5903171	6181873	CP101910.1	5951716	5961496	GCA_024508115.1	Pseudomonas putida	91.5543	96	0.157622
S	AE015451.2	CIRCULAR	5903172	5903834	6181873	BLJF01000003.1	459718	460381	GCA_009932335.1	Pseudomonas asiatica	86.2069	96	0.0107249
-	AE015451.2	CIRCULAR	5903835	5911811	6181873	CP101910.1	5962163	5970131	GCA_024508115.1	Pseudomonas putida	93.4336	96	0.129039
S	AE015451.2	CIRCULAR	5911812	5912009	6181873	BLJG01000211.1	1	198	GCA_009932375.1	Pseudomonas juntendi	96.4646	96	0.00320291
-	AE015451.2	CIRCULAR	5912010	5918332	6181873	CP101910.1	5970330	5976647	GCA_024508115.1	Pseudomonas putida	93.2027	96	0.102283
-	AE015451.2	CIRCULAR	5918393	5919307	6181873	CP101910.1	5976658	5977572	GCA_024508115.1	Pseudomonas putida	89.9454	96	0.0148013
-	AE015451.2	CIRCULAR	5919325	5921512	6181873	CP101910.1	5977699	5979883	GCA_024508115.1	Pseudomonas putida	88.6001	96	0.0353938
-	AE015451.2	CIRCULAR	5921533	5934897	6181873	CP101910.1	5979948	5993324	GCA_024508115.1	Pseudomonas putida	90.8121	96	0.216197
-	AE015451.2	CIRCULAR	5934953	5941274	6181873	CP101910.1	5993340	5999661	GCA_024508115.1	Pseudomonas putida	91.4534	96	0.102267
S	AE015451.2	CIRCULAR	5941275	5942052	6181873	BLJF01000003.1	421083	421843	GCA_009932335.1	Pseudomonas asiatica	88.4319	96	0.0125852
-	AE015451.2	CIRCULAR	5942053	5943580	6181873	CP101910.1	5999719	6001246	GCA_024508115.1	Pseudomonas putida	92.4738	96	0.0247174
-	AE015451.2	CIRCULAR	5943676	5947099	6181873	CP101910.1	6001290	6004713	GCA_024508115.1	Pseudomonas putida	91.4769	96	0.0553877
S	AE015451.2	CIRCULAR	5947100	5947211	6181873	BLJF01000003.1	415848	415978	GCA_009932335.1	Pseudomonas asiatica	69.697	96	0.00181175
-	AE015451.2	CIRCULAR	5947212	5955774	6181873	CP101910.1	6005588	6014163	GCA_024508115.1	Pseudomonas putida	92.4269	96	0.138518
-	AE015451.2	CIRCULAR	5955978	5959433	6181873	CP101910.1	6014256	6017712	GCA_024508115.1	Pseudomonas putida	89.1845	96	0.0559054
-	AE015451.2	CIRCULAR	5959495	5960722	6181873	CP101910.1	6017827	6019053	GCA_024508115.1	Pseudomonas putida	93.4853	96	0.0198645
-	AE015451.2	CIRCULAR	5960778	5965533	6181873	CP101910.1	6019061	6023810	GCA_024508115.1	Pseudomonas putida	92.3675	96	0.0769346
-	AE015451.2	CIRCULAR	5965538	5968368	6181873	CP101910.1	6023896	6026728	GCA_024508115.1	Pseudomonas putida	94.4935	96	0.0457952
S	AE015451.2	CIRCULAR	5968369	5968524	6181873	OPYN01000240.1	125443	125599	GCA_900277125.1	Pseudomonas inefficax	73.4568	96	0.00252351
-	AE015451.2	CIRCULAR	5968525	5968831	6181873	CP101910.1	6026729	6027034	GCA_024508115.1	Pseudomonas putida	92.1824	96	0.00496613
S	AE015451.2	CIRCULAR	5968832	5969216	6181873	CP114035.2	6125655	6126039	GCA_026898135.2	Pseudomonas fortuita	91.6883	96	0.00622789
S	AE015451.2	CIRCULAR	5969217	5971366	6181873	JABWSB020000002.1	13192	15332	GCA_014269245.2	Pseudomonas kurunegalensis	82.645	96	0.0347791
S	AE015451.2	CIRCULAR	5971367	5971588	6181873	CP114035.2	6128652	6128873	GCA_026898135.2	Pseudomonas fortuita	84.7534	96	0.00359114
S	AE015451.2	CIRCULAR	5972183	5973408	6181873	BQHW01000005.1	314477	315703	GCA_021602025.1	Pseudomonas ceruminis	81.5235	96	0.0198322
-	AE015451.2	CIRCULAR	5975995	5977692	6181873	CP101910.1	6029589	6031289	GCA_024508115.1	Pseudomonas putida	86.7371	96	0.0274674
S	AE015451.2	CIRCULAR	5977731	5985640	6181873	BBIS01000027.1	3005	10883	GCA_000730605.1	Pseudomonas monteilii	86.6137	95.5	0.127955
S	AE015451.2	CIRCULAR	5985641	5986755	6181873	BLJF01000003.1	371433	372551	GCA_009932335.1	Pseudomonas asiatica	85.8803	96	0.0180366
-	AE015451.2	CIRCULAR	5986809	5988707	6181873	CP101910.1	6031374	6033272	GCA_024508115.1	Pseudomonas putida	93.4737	96	0.0307188
S	AE015451.2	CIRCULAR	5988708	5988820	6181873	JHYV01000013.1	61772	61885	GCA_000621245.1	Pseudomonas monteilii	80	95.5	0.00182792
