GENE_ID	COG_ID	COG_CATEGORY	COG_NAME	PATHWAY	FUNC_CATEGORY_NUMBER	FUNC_CATEGORY	COG_GROUP	COG_CATEGORY_DESCRIPTION	ASSOC_COLOR
PP_RS08730	COG3618	R	Predicted metal-dependent hydrolase, TIM-barrel fold	NA	4	POORLY CHARACTERIZED	4	General function prediction only	E0E0E0
PP_RS15120	COG3619	S	Uncharacterized membrane protein YoaK, UPF0700 family	NA	4	POORLY CHARACTERIZED	4	Function unknown	CCCCCC
PP_RS08830	COG3620	K	Predicted transcriptional regulator, contains an XRE-type HTH domain (archaeal members contain CBS pair)	NA	1	INFORMATION STORAGE AND PROCESSING	1	Transcription	FCDCEC
PP_RS22320	COG3622	G	Hydroxypyruvate/dehydroerythronate isomerase, Hyi/OtnI family	NA	3	METABOLISM	3	Carbohydrate transport and metabolism	CCFCFC
PP_RS15795	COG3628	X	Phage baseplate assembly protein W	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Mobilome: prophages, transposons	NA
PP_RS04715	COG3631	R	Ketosteroid isomerase-related protein	NA	4	POORLY CHARACTERIZED	4	General function prediction only	E0E0E0
PP_RS05095	COG3631	R	Ketosteroid isomerase-related protein	NA	4	POORLY CHARACTERIZED	4	General function prediction only	E0E0E0
PP_RS12735	COG3633	E	Na+/serine and Na+/threonine symporter SstT	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS12720	COG3634	V	Alkyl hydroperoxide reductase subunit AhpF	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Defense mechanisms	FCFCAC
PP_RS04390	COG3636	X	Uncharacterized Zn-binding protein, DUF971 domain	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Mobilome: prophages, transposons	NA
PP_RS06440	COG3636	X	Uncharacterized Zn-binding protein, DUF971 domain	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Mobilome: prophages, transposons	NA
PP_RS04370	COG3638	P	ABC-type phosphate/phosphonate transport system, ATPase component	NA	3	METABOLISM	3	Inorganic ion transport and metabolism	CCCCFC
PP_RS04375	COG3639	P	ABC-type phosphate/phosphonate transport system, permease component	NA	3	METABOLISM	3	Inorganic ion transport and metabolism	CCCCFC
PP_RS04380	COG3639	P	ABC-type phosphate/phosphonate transport system, permease component	NA	3	METABOLISM	3	Inorganic ion transport and metabolism	CCCCFC
PP_RS05905	COG3650	S	Uncharacterized membrane protein	NA	4	POORLY CHARACTERIZED	4	Function unknown	CCCCCC
PP_RS16900	COG3652	S	Predicted outer membrane protein, contains DUF4142 domain	NA	4	POORLY CHARACTERIZED	4	Function unknown	CCCCCC
PP_RS05325	COG3659	M	Carbohydrate-selective porin OprB	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Cell wall/membrane/envelope biogenesis	DCFCAC
PP_RS07460	COG3659	M	Carbohydrate-selective porin OprB	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Cell wall/membrane/envelope biogenesis	DCFCAC
PP_RS18550	COG3659	M	Carbohydrate-selective porin OprB	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Cell wall/membrane/envelope biogenesis	DCFCAC
PP_RS24520	COG3662	Q	Rubber oxygenase, MpaB/RoxA/DUF2236 family	NA	3	METABOLISM	3	Secondary metabolites biosynthesis, transport and catabolism	BCCCFC
PP_RS09965	COG3666	X	Transposase, IS1182 family	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Mobilome: prophages, transposons	NA
PP_RS11430	COG3667	P	Uncharacterized conserved protein involved in copper resistance	NA	3	METABOLISM	3	Inorganic ion transport and metabolism	CCCCFC
PP_RS28010	COG3667	P	Uncharacterized conserved protein involved in copper resistance	NA	3	METABOLISM	3	Inorganic ion transport and metabolism	CCCCFC
PP_RS28015	COG3667	P	Uncharacterized conserved protein involved in copper resistance	NA	3	METABOLISM	3	Inorganic ion transport and metabolism	CCCCFC
PP_RS13055	COG3668	X	Plasmid stabilization system protein ParE	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Mobilome: prophages, transposons	NA
PP_RS00880	COG3672	O	Predicted transglutaminase-like protein	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Posttranslational modification, protein turnover, chaperones	9CFC9C
PP_RS23450	COG3678	O	Periplasmic chaperone Spy, Spy/CpxP family	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Posttranslational modification, protein turnover, chaperones	9CFC9C
PP_RS25945	COG3686	S	Uncharacterized conserved protein, MAPEG superfamily	NA	4	POORLY CHARACTERIZED	4	Function unknown	CCCCCC
PP_RS27140	COG3692	S	Uncharacterized conserved protein YifN, PemK superfamily	NA	4	POORLY CHARACTERIZED	4	Function unknown	CCCCCC
PP_RS07010	COG3695	K	Alkylated DNA nucleotide flippase Atl1, participates in nucleotide excision repair, Ada-like DNA-binding domain	NA	1	INFORMATION STORAGE AND PROCESSING	1	Transcription	FCDCEC
PP_RS00215	COG3696	P	Cu/Ag efflux pump CusA	NA	3	METABOLISM	3	Inorganic ion transport and metabolism	CCCCFC
PP_RS12560	COG3696	P	Cu/Ag efflux pump CusA	NA	3	METABOLISM	3	Inorganic ion transport and metabolism	CCCCFC
PP_RS28055	COG3696	P	Cu/Ag efflux pump CusA	NA	3	METABOLISM	3	Inorganic ion transport and metabolism	CCCCFC
PP_RS27155	COG3703	P	Gamma-glutamylcyclotransferase ChaC2 (glutathione degradation)	NA	3	METABOLISM	3	Inorganic ion transport and metabolism	CCCCFC
PP_RS25530	COG3705	E	ATP phosphoribosyltransferase regulatory subunit HisZ	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS02970	COG3706	T	Two-component response regulator, PleD family, consists of two REC domains and a diguanylate cyclase (GGDEF) domain	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Signal transduction mechanisms	ECFCAC
PP_RS02970	COG3706	K	Two-component response regulator, PleD family, consists of two REC domains and a diguanylate cyclase (GGDEF) domain	NA	1	INFORMATION STORAGE AND PROCESSING	1	Transcription	FCDCEC
PP_RS07700	COG3706	T	Two-component response regulator, PleD family, consists of two REC domains and a diguanylate cyclase (GGDEF) domain	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Signal transduction mechanisms	ECFCAC
PP_RS07700	COG3706	K	Two-component response regulator, PleD family, consists of two REC domains and a diguanylate cyclase (GGDEF) domain	NA	1	INFORMATION STORAGE AND PROCESSING	1	Transcription	FCDCEC
PP_RS11050	COG3706	T	Two-component response regulator, PleD family, consists of two REC domains and a diguanylate cyclase (GGDEF) domain	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Signal transduction mechanisms	ECFCAC
PP_RS11050	COG3706	K	Two-component response regulator, PleD family, consists of two REC domains and a diguanylate cyclase (GGDEF) domain	NA	1	INFORMATION STORAGE AND PROCESSING	1	Transcription	FCDCEC
PP_RS16905	COG3706	T	Two-component response regulator, PleD family, consists of two REC domains and a diguanylate cyclase (GGDEF) domain	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Signal transduction mechanisms	ECFCAC
PP_RS16905	COG3706	K	Two-component response regulator, PleD family, consists of two REC domains and a diguanylate cyclase (GGDEF) domain	NA	1	INFORMATION STORAGE AND PROCESSING	1	Transcription	FCDCEC
PP_RS19560	COG3706	T	Two-component response regulator, PleD family, consists of two REC domains and a diguanylate cyclase (GGDEF) domain	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Signal transduction mechanisms	ECFCAC
PP_RS19560	COG3706	K	Two-component response regulator, PleD family, consists of two REC domains and a diguanylate cyclase (GGDEF) domain	NA	1	INFORMATION STORAGE AND PROCESSING	1	Transcription	FCDCEC
PP_RS25170	COG3706	T	Two-component response regulator, PleD family, consists of two REC domains and a diguanylate cyclase (GGDEF) domain	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Signal transduction mechanisms	ECFCAC
PP_RS25170	COG3706	K	Two-component response regulator, PleD family, consists of two REC domains and a diguanylate cyclase (GGDEF) domain	NA	1	INFORMATION STORAGE AND PROCESSING	1	Transcription	FCDCEC
PP_RS10865	COG3707	T	Two-component response regulator, AmiR/NasT family, consists of REC and RNA-binding antiterminator (ANTAR) domains	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Signal transduction mechanisms	ECFCAC
PP_RS10865	COG3707	K	Two-component response regulator, AmiR/NasT family, consists of REC and RNA-binding antiterminator (ANTAR) domains	NA	1	INFORMATION STORAGE AND PROCESSING	1	Transcription	FCDCEC
PP_RS23245	COG3709	G	Ribose 1,5-bisphosphate kinase PhnN	NA	3	METABOLISM	3	Carbohydrate transport and metabolism	CCFCFC
PP_RS27320	COG3710	K	DNA-binding winged helix-turn-helix (wHTH) domain	NA	1	INFORMATION STORAGE AND PROCESSING	1	Transcription	FCDCEC
PP_RS00865	COG3712	P	Periplasmic ferric-dicitrate binding protein FecR, regulates iron transport	NA	3	METABOLISM	3	Inorganic ion transport and metabolism	CCCCFC
PP_RS00865	COG3712	T	Periplasmic ferric-dicitrate binding protein FecR, regulates iron transport	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Signal transduction mechanisms	ECFCAC
PP_RS01865	COG3712	P	Periplasmic ferric-dicitrate binding protein FecR, regulates iron transport	NA	3	METABOLISM	3	Inorganic ion transport and metabolism	CCCCFC
PP_RS01865	COG3712	T	Periplasmic ferric-dicitrate binding protein FecR, regulates iron transport	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Signal transduction mechanisms	ECFCAC
PP_RS03575	COG3712	P	Periplasmic ferric-dicitrate binding protein FecR, regulates iron transport	NA	3	METABOLISM	3	Inorganic ion transport and metabolism	CCCCFC
PP_RS03575	COG3712	T	Periplasmic ferric-dicitrate binding protein FecR, regulates iron transport	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Signal transduction mechanisms	ECFCAC
PP_RS03745	COG3712	P	Periplasmic ferric-dicitrate binding protein FecR, regulates iron transport	NA	3	METABOLISM	3	Inorganic ion transport and metabolism	CCCCFC
PP_RS03745	COG3712	T	Periplasmic ferric-dicitrate binding protein FecR, regulates iron transport	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Signal transduction mechanisms	ECFCAC
PP_RS03760	COG3712	P	Periplasmic ferric-dicitrate binding protein FecR, regulates iron transport	NA	3	METABOLISM	3	Inorganic ion transport and metabolism	CCCCFC
PP_RS03760	COG3712	T	Periplasmic ferric-dicitrate binding protein FecR, regulates iron transport	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Signal transduction mechanisms	ECFCAC
PP_RS04580	COG3712	P	Periplasmic ferric-dicitrate binding protein FecR, regulates iron transport	NA	3	METABOLISM	3	Inorganic ion transport and metabolism	CCCCFC
PP_RS04580	COG3712	T	Periplasmic ferric-dicitrate binding protein FecR, regulates iron transport	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Signal transduction mechanisms	ECFCAC
PP_RS05265	COG3712	P	Periplasmic ferric-dicitrate binding protein FecR, regulates iron transport	NA	3	METABOLISM	3	Inorganic ion transport and metabolism	CCCCFC
PP_RS05265	COG3712	T	Periplasmic ferric-dicitrate binding protein FecR, regulates iron transport	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Signal transduction mechanisms	ECFCAC
PP_RS11370	COG3712	P	Periplasmic ferric-dicitrate binding protein FecR, regulates iron transport	NA	3	METABOLISM	3	Inorganic ion transport and metabolism	CCCCFC
PP_RS11370	COG3712	T	Periplasmic ferric-dicitrate binding protein FecR, regulates iron transport	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Signal transduction mechanisms	ECFCAC
PP_RS15975	COG3712	P	Periplasmic ferric-dicitrate binding protein FecR, regulates iron transport	NA	3	METABOLISM	3	Inorganic ion transport and metabolism	CCCCFC
PP_RS15975	COG3712	T	Periplasmic ferric-dicitrate binding protein FecR, regulates iron transport	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Signal transduction mechanisms	ECFCAC
PP_RS18475	COG3712	P	Periplasmic ferric-dicitrate binding protein FecR, regulates iron transport	NA	3	METABOLISM	3	Inorganic ion transport and metabolism	CCCCFC
PP_RS18475	COG3712	T	Periplasmic ferric-dicitrate binding protein FecR, regulates iron transport	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Signal transduction mechanisms	ECFCAC
PP_RS18580	COG3712	P	Periplasmic ferric-dicitrate binding protein FecR, regulates iron transport	NA	3	METABOLISM	3	Inorganic ion transport and metabolism	CCCCFC
PP_RS18580	COG3712	T	Periplasmic ferric-dicitrate binding protein FecR, regulates iron transport	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Signal transduction mechanisms	ECFCAC
PP_RS21135	COG3712	P	Periplasmic ferric-dicitrate binding protein FecR, regulates iron transport	NA	3	METABOLISM	3	Inorganic ion transport and metabolism	CCCCFC
PP_RS21135	COG3712	T	Periplasmic ferric-dicitrate binding protein FecR, regulates iron transport	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Signal transduction mechanisms	ECFCAC
PP_RS23990	COG3712	P	Periplasmic ferric-dicitrate binding protein FecR, regulates iron transport	NA	3	METABOLISM	3	Inorganic ion transport and metabolism	CCCCFC
PP_RS23990	COG3712	T	Periplasmic ferric-dicitrate binding protein FecR, regulates iron transport	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Signal transduction mechanisms	ECFCAC
PP_RS24020	COG3712	P	Periplasmic ferric-dicitrate binding protein FecR, regulates iron transport	NA	3	METABOLISM	3	Inorganic ion transport and metabolism	CCCCFC
PP_RS24020	COG3712	T	Periplasmic ferric-dicitrate binding protein FecR, regulates iron transport	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Signal transduction mechanisms	ECFCAC
PP_RS21400	COG3714	S	Uncharacterized membrane protein YhhN	NA	4	POORLY CHARACTERIZED	4	Function unknown	CCCCCC
PP_RS23315	COG3724	E	Succinylarginine dihydrolase	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS04195	COG3725	V	Membrane protein AmpE required for beta-lactamase induction	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Defense mechanisms	FCFCAC
PP_RS25630	COG3726	S	Uncharacterized membrane protein Smp affecting hemolysin expression	NA	4	POORLY CHARACTERIZED	4	Function unknown	CCCCCC
PP_RS12060	COG3728	X	Phage terminase, small subunit	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Mobilome: prophages, transposons	NA
PP_RS16945	COG3729	R	General stress protein YciG, contains tandem KGG domains	NA	4	POORLY CHARACTERIZED	4	General function prediction only	E0E0E0
PP_RS17050	COG3729	R	General stress protein YciG, contains tandem KGG domains	NA	4	POORLY CHARACTERIZED	4	General function prediction only	E0E0E0
PP_RS20615	COG3729	R	General stress protein YciG, contains tandem KGG domains	NA	4	POORLY CHARACTERIZED	4	General function prediction only	E0E0E0
PP_RS08075	COG3740	X	Phage head maturation protease	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Mobilome: prophages, transposons	NA
PP_RS26230	COG3741	E	N-formylglutamate amidohydrolase	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS00190	COG3746	P	Phosphate-selective porin	NA	3	METABOLISM	3	Inorganic ion transport and metabolism	CCCCFC
PP_RS20205	COG3747	X	Phage terminase, small subunit	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Mobilome: prophages, transposons	NA
PP_RS22280	COG3748	S	Uncharacterized membrane protein	NA	4	POORLY CHARACTERIZED	4	Function unknown	CCCCCC
PP_RS12365	COG3749	S	Uncharacterized conserved protein, DUF934 family	NA	4	POORLY CHARACTERIZED	4	Function unknown	CCCCCC
PP_RS26880	COG3751	J	Proline 4-hydroxylase (includes Rps23 Pro-64 3,4-dihydroxylase Tpa1), contains SM-20 domain	NA	1	INFORMATION STORAGE AND PROCESSING	1	Translation, ribosomal structure and biogenesis	FCCCFC
PP_RS26880	COG3751	O	Proline 4-hydroxylase (includes Rps23 Pro-64 3,4-dihydroxylase Tpa1), contains SM-20 domain	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Posttranslational modification, protein turnover, chaperones	9CFC9C
PP_RS01640	COG3755	S	Uncharacterized conserved protein YecT, DUF1311 family	NA	4	POORLY CHARACTERIZED	4	Function unknown	CCCCCC
PP_RS04350	COG3755	S	Uncharacterized conserved protein YecT, DUF1311 family	NA	4	POORLY CHARACTERIZED	4	Function unknown	CCCCCC
PP_RS26255	COG3758	S	Various environmental stresses-induced protein Ves (function unknown)	NA	4	POORLY CHARACTERIZED	4	Function unknown	CCCCCC
PP_RS07245	COG3762	S	Uncharacterized membrane protein	NA	4	POORLY CHARACTERIZED	4	Function unknown	CCCCCC
PP_RS12495	COG3767	S	Uncharacterized low-complexity protein	NA	4	POORLY CHARACTERIZED	4	Function unknown	CCCCCC
PP_RS18510	COG3773	D	Cell wall hydrolase CwlJ, involved in spore germination	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Cell cycle control, cell division, chromosome partitioning	FCFCCC
PP_RS18510	COG3773	M	Cell wall hydrolase CwlJ, involved in spore germination	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Cell wall/membrane/envelope biogenesis	DCFCAC
PP_RS05845	COG3776	S	Uncharacterized conserved protein YhhL, DUF1145 family	NA	4	POORLY CHARACTERIZED	4	Function unknown	CCCCCC
PP_RS20090	COG3778	X	Uncharacterized conserved protein YmfQ in lambdoid prophage, DUF2313 family	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Mobilome: prophages, transposons	NA
PP_RS04385	COG3781	P	Predicted membrane chloride channel, bestrophin family	NA	3	METABOLISM	3	Inorganic ion transport and metabolism	CCCCFC
PP_RS23945	COG3781	P	Predicted membrane chloride channel, bestrophin family	NA	3	METABOLISM	3	Inorganic ion transport and metabolism	CCCCFC
PP_RS10450	COG3782	S	Uncharacterized conserved protein, DUF1853 domain	NA	4	POORLY CHARACTERIZED	4	Function unknown	CCCCCC
PP_RS00760	COG3791	S	Uncharacterized conserved protein	NA	4	POORLY CHARACTERIZED	4	Function unknown	CCCCCC
PP_RS03470	COG3791	S	Uncharacterized conserved protein	NA	4	POORLY CHARACTERIZED	4	Function unknown	CCCCCC
PP_RS11280	COG3791	S	Uncharacterized conserved protein	NA	4	POORLY CHARACTERIZED	4	Function unknown	CCCCCC
PP_RS22400	COG3791	S	Uncharacterized conserved protein	NA	4	POORLY CHARACTERIZED	4	Function unknown	CCCCCC
PP_RS07985	COG3793	P	Tellurite resistance protein TerB	NA	3	METABOLISM	3	Inorganic ion transport and metabolism	CCCCFC
PP_RS23725	COG3795	Q	5-chloro-2-hydroxyhydroquinone dehydrochlorinase TtfG, YCII superfamily	NA	3	METABOLISM	3	Secondary metabolites biosynthesis, transport and catabolism	BCCCFC
PP_RS26280	COG3803	S	Uncharacterized conserved protein, DUF924 family	NA	4	POORLY CHARACTERIZED	4	Function unknown	CCCCCC
PP_RS00415	COG3805	Q	Aromatic ring-cleaving dioxygenase	NA	3	METABOLISM	3	Secondary metabolites biosynthesis, transport and catabolism	BCCCFC
PP_RS13085	COG3812	S	Uncharacterized conserved protein, DUF1993 domain	NA	4	POORLY CHARACTERIZED	4	Function unknown	CCCCCC
PP_RS17760	COG3813	S	Uncharacterized conserved protein, DUF1272 domain	NA	4	POORLY CHARACTERIZED	4	Function unknown	CCCCCC
PP_RS10205	COG3816	S	Uncharacterized conserved protein, DUF1285 family	NA	4	POORLY CHARACTERIZED	4	Function unknown	CCCCCC
PP_RS21720	COG3821	S	Uncharacterized membrane protein	NA	4	POORLY CHARACTERIZED	4	Function unknown	CCCCCC
PP_RS23820	COG3825	S	Uncharacterized CoxE-like protein,  contains von Willebrand factor type A (vWA) domain	NA	4	POORLY CHARACTERIZED	4	Function unknown	CCCCCC
PP_RS00265	COG3829	K	RocR-type transcriptional regulator, contains PAS, AAA-type ATPase, and DNA-binding Fis domains	NA	1	INFORMATION STORAGE AND PROCESSING	1	Transcription	FCDCEC
PP_RS00265	COG3829	T	RocR-type transcriptional regulator, contains PAS, AAA-type ATPase, and DNA-binding Fis domains	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Signal transduction mechanisms	ECFCAC
PP_RS14505	COG3829	K	RocR-type transcriptional regulator, contains PAS, AAA-type ATPase, and DNA-binding Fis domains	NA	1	INFORMATION STORAGE AND PROCESSING	1	Transcription	FCDCEC
PP_RS14505	COG3829	T	RocR-type transcriptional regulator, contains PAS, AAA-type ATPase, and DNA-binding Fis domains	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Signal transduction mechanisms	ECFCAC
